,work_importance,religion_importance,overall_hapineess,overal_satisfaction_work,free_to_choose,life_satisfaction,pay_important_job,people _important_job,no_pressure_important_job,security_important_job,promotion_important_job,hours_important_job,usefulness_important_job,holidays_important_job,achieving_important_job,responsible_important_job,interesting_important_job,sex,age,marital_status,highest_educ_lvl,employment_status,numb_employees_organisation,job_type,duration_unemployment,country
3882,very important,not at all important,very happy,8,6,8,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,36.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,500-999,middle level non-manual -office worker etc,,France
3883,not important,very important,quite happy,0,8,6,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,60.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3884,quite important,not at all important,not very happy,7,5,4,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,37.0,never married,(compl) elementary educ+basic voc qualification,30h a week or more,,junior level non-manual -office worker etc,,France
3885,quite important,not at all important,quite happy,0,6,9,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,44.0,married,higher educ- upper-level 3d certificate,unemployed,,junior level non-manual -office worker etc,less than half a year,France
3886,quite important,not at all important,quite happy,1,9,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,52.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,,junior level non-manual -office worker etc,,France
3887,quite important,very important,very happy,0,3,7,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,26.0,married,higher educ- lower-level 3d certificate,housewife,,,,France
3888,very important,not important,quite happy,8,4,8,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,female,36.0,married,"2nd, interm general qualification",30h a week or more,,junior level non-manual -office worker etc,,France
3889,very important,not at all important,quite happy,4,7,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,48.0,divorced,(compl) elementary educ+basic voc qualification,30h a week or more,,junior level non-manual -office worker etc,,France
3890,quite important,very important,quite happy,0,4,9,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,58.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3891,very important,not at all important,quite happy,8,7,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,male,65.0,married,(compl) elementary educ+basic voc qualification,retired/pensioned,,semi-skilled manual worker,,France
3892,quite important,not important,quite happy,0,6,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,19.0,never married,full 2nd maturity level certificate,student,,,,France
3893,very important,not important,very happy,0,10,8,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,male,85.0,widowed,higher educ- upper-level 3d certificate,retired/pensioned,,"professional worker (lawyer, accountant, teacher etc)",,France
3894,very important,not at all important,quite happy,8,7,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,56.0,married,(compl) elementary educ+basic voc qualification,retired/pensioned,,middle level non-manual -office worker etc,,France
3895,very important,not important,quite happy,0,6,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,33.0,never married,higher educ- lower-level 3d certificate,less then 30h a week,,"professional worker (lawyer, accountant, teacher etc)",,France
3896,quite important,not at all important,not very happy,8,5,4,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,36.0,never married,(compl) elementary educ+basic voc qualification,30h a week or more,,skilled manual worker,,France
3897,quite important,not at all important,quite happy,0,0,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,female,29.0,never married,higher educ- lower-level 3d certificate,housewife,,,,France
3898,very important,not important,quite happy,0,5,5,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,55.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3899,quite important,not at all important,quite happy,0,5,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,male,20.0,never married,(compl) elementary educ+basic voc qualification,unemployed,,never had a job,one -two years,France
3900,very important,not important,quite happy,0,8,5,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,23.0,never married,"2nd, interm vocational qualification",unemployed,,never had a job,half a year -one year,France
3901,very important,not important,not very happy,0,4,3,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,57.0,separated,inadequate education,unemployed,,semi-skilled manual worker,half a year -one year,France
3902,very important,not at all important,quite happy,8,7,9,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,21.0,never married,(compl) elementary educ+basic voc qualification,30h a week or more,,skilled manual worker,,France
3903,very important,not important,quite happy,0,7,7,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,76.0,married,inadequate education,retired/pensioned,,middle level non-manual -office worker etc,,France
3904,very important,not important,very happy,8,8,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,27.0,separated,full 2nd maturity level certificate,30h a week or more,10-24,"professional worker (lawyer, accountant, teacher etc)",,France
3905,quite important,not important,quite happy,8,1,8,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,52.0,never married,(compl) elementary educ+basic voc qualification,30h a week or more,250-499,middle level non-manual -office worker etc,,France
3906,very important,very important,quite happy,7,6,6,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,female,60.0,divorced,full 2nd maturity level certificate,less then 30h a week,,junior level non-manual -office worker etc,,France
3907,very important,quite important,quite happy,7,5,7,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,56.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,10-24,foreman and supervisor,,France
3908,quite important,,quite happy,0,5,2,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,female,21.0,never married,higher educ- lower-level 3d certificate,unemployed,,junior level non-manual -office worker etc,less than half a year,France
3909,very important,not important,very happy,0,1,8,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,61.0,married,inadequate education,retired/pensioned,,skilled manual worker,,France
3910,very important,quite important,quite happy,8,7,7,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,45.0,married,compl compulsory education,30h a week or more,,skilled manual worker,,France
3911,not important,not at all important,quite happy,0,8,6,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,female,38.0,never married,higher educ- lower-level 3d certificate,30h a week or more,,middle level non-manual -office worker etc,,France
3912,very important,very important,not very happy,5,5,1,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,male,35.0,separated,full 2nd maturity level certificate,less then 30h a week,,junior level non-manual -office worker etc,,France
3913,quite important,not important,quite happy,7,7,8,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,23.0,never married,higher educ- upper-level 3d certificate,30h a week or more,,junior level non-manual -office worker etc,,France
3914,quite important,not at all important,very happy,5,5,7,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,23.0,never married,full 2nd maturity level certificate,30h a week or more,,junior level non-manual -office worker etc,,France
3915,quite important,not at all important,quite happy,7,5,4,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,male,42.0,married,inadequate education,30h a week or more,100-249,foreman and supervisor,,France
3916,very important,quite important,quite happy,0,5,6,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,22.0,never married,(compl) elementary educ+basic voc qualification,unemployed,,agricultural worker,less than half a year,France
3917,very important,not important,very happy,7,7,0,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,31.0,married,(compl) elementary educ+basic voc qualification,30h a week or more,250-499,skilled manual worker,,France
3918,very important,quite important,quite happy,0,7,6,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,60.0,married,(compl) elementary educ+basic voc qualification,housewife,,,,France
3919,very important,not important,quite happy,8,8,8,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,male,35.0,,(compl) elementary educ+basic voc qualification,30h a week or more,1000-2499,junior level non-manual -office worker etc,,France
